news,company,sentiment
"Already, Carvana's pullback has affected web traffic. In April, visits to Carvana's website fell 42% compared with a year earlier, according to data from SimilarWeb. Online-only retailer Carvana's web traffic now lags behind that of CarMax, which sells from physical stores and online. ",Carvana,negative
"Based on total used-car sales numbers from Cox Automotive, Carvana's U.S. market share fell to 0.8% in the first quarter from 1% a year earlier. Vehicle availability becomes even more important as Carvana is no longer offering free delivery for used cars located farther away from the customer. This means customers looking for free delivery are faced with fewer options. ",Carvana,negative
"The bottom line is Carvana is probably close to cutting muscle instead of fat. It reached its goal of reducing its operating expenses by $1 billion on an annualized basis. Meanwhile, it has more than $600 million of interest payments it has to make every year. While Carvana and its creditors each put forward proposals to lower the interest-payment burden in March, they seemed to be at an impasse. For its part, Carvana extended its debt swap offer until May 17. If nothing is done to restructure its debt, Mr. Basham estimates Carvana will have to find new sources of liquidity by the end of next year. While Carvana does have real estate, notably the holdings of car-auction business Adesa, that it can potentially raise debt against, that will likely be an expensive option. The online used-car-industry disrupter that grew too quickly is at risk of shrinking past the point of no return. ",Carvana,negative
"The candle kits are predominantly sold directly to consumers on the company's website- at $26 for a basic product-but Anthropologie stores, small boutiques and Starbucks Reserve locations also sell them. After the company's third full year in business, roughly 100,000 units have shipped, and the company has just turned profitable with sales 'over seven figures,' says Mr. Bronkie. ",Starbucks,neutral
"'Most often, the worth of a company or product name supersedes the value of a product's capability or unique technology,' says Jason Brewster, director of venture programs at the University of Virginia's Darden School of Business. 'It is critical to ensure such names are protectable assets.' ",Darden,neutral
"Disney's 'The Little Mermaid' sold $95.5 million in domestic tickets in its first three days, leading the weekend movie box office. B2 ",Disney,positive
"China's C919 passenger jet made its maiden commercial flight, marking a challenge to Boeing and Airbus in one of their most important markets. B3 ",Boeing,negative
"'This community is in an uproar,' said Antioch Police Chief Steven Ford, who was hired last year to clean up the department. 'It's up to us to atone for it.' ",Ford,neutral
"A jury convicted Holmes of misrepresenting her startup's technology and business performance to Theranos investors. She was subsequently sentenced to serve 135 months in prison and pay $452 million in restitution to her financiers such as the family of former Education Secretary Betsy DeVos and Rupert Murdoch, executive chairman of News Corp, parent company of the Journal. A judge acknowledged Holmes has ",News Corp,neutral
"Blackstone's Jonathan Gray and deal maker Antonio Weiss are expected to support Biden, even as others quietly float long-shot names to replace him on the Democratic ticket. Jamie Dimon, whose name has swirled as a potential candidate for years, recently got an earful from a fellow billionaire who wishes the JPMorgan Chase CEO would run, according to people familiar with the matter. ",Blackstone,neutral
"day. DeSantis has yet to win over many in the business community, in part due to his escalating legal battle with Walt Disney. ",Disney,negative
"Another GOP candidate, Vivek Ramaswamy, is one of Wall Street's own, with stints at Goldman Sachs and a hedge fund. But his financial pedigree hasn't been enough to overcome his far-right stances on some social issues. Billionaire investor Bill Ackman backed away from an earlier prediction that the 'Woke, Inc.' author would win the 2024 election, but said Ramaswamy is still better than the current alternatives. ",Goldman,neutral
"is not Trump,' said Ken Langone, the billionaire financier who cofounded Home Depot. The onetime Trump supporter said he is closely watching DeSantis and others in the field, similar to Citadel founder Ken Griffin. ",Home Depot,neutral
"Westling is newly retired from aerospace company Northrop Grumman. On a recent Saturday, she spent part of her five-hour Pony Patrol shift along a road as several horses grazed nearby. A line of cars sat parked on the shoulder, and gawkers took pictures. ",Northrop,neutral
